bundle	name	bytes	md5	lines
compendia	READ-28b2.md	7811	fe431b7c7cbb2961aa77e7d80dfb9e54	91
compendia	READ-ch1-A.md	17750	43e915fa2a54f1d7ae18f3d6561dad95	76
compendia	READ-ch1-B.md	9681	ce572d36d9f30f810aa08fb0bb1bab48	62
compendia	READ-ch10.md	7558	f80183b6bf3cb06ed576f36d68ac363d	34
compendia	READ-ch11.md	8026	211f6f65adce4c3ed88b9ed31a96f020	44
compendia	READ-ch16b.md	13640	07f94f3500381b30ba437e3541159da2	176
compendia	READ-ch16d.md	12649	6d41a6fa95c7b2da1f73233c6d0958c1	169
compendia	READ-ch16g.md	15932	c112e0e56b5bf732dc162260cec6fdf5	222
compendia	READ-ch16j.md	10806	1bc3ee7a45b590cf6fdfdd44d94cf1f5	147
compendia	READ-ch16m.md	11915	af31895c6aaab38869f18baab04eacd2	158
compendia	READ-ch16o.md	14706	348143969e8b13a0e43a65e4bc66e51d	176
compendia	READ-ch16q.md	12296	1301fee72bbb4694381d383c815b1065	162
compendia	READ-ch16r.md	13458	fecc258c9c3d0fa8665a443d6c6c8875	185
compendia	READ-ch16t.md	10720	680a8f10cfcabdb5224dd00ba6c15be6	172
compendia	READ-ch16v.md	13877	7f664293c5901b5f797751e2113d81bd	199
compendia	READ-ch16x.md	13943	b100714a7b1c1a817793ff38464fa0da	213
compendia	READ-ch16z.md	15938	2f7db8814fa09894cfc35863a7c57b6a	197
compendia	READ-ch17a.md	8868	2eeb44f24f2dfc98f5d0a76158b28939	111
compendia	READ-ch17c.md	8256	77aacba350b2f4112d8c05ea87e9575c	95
compendia	READ-ch17e.md	10249	568f9b65c26ef5c4caaad2e955ff5e23	110
compendia	READ-ch18a.md	10860	ae7c88def6b131cd83c0c934a8ad379a	104
compendia	READ-ch19a.md	11428	39c725b49a4da5b4cc07a66a049afc50	107
compendia	READ-ch2-A.md	11932	34bef016d6b8ec8973826824adcd74ef	60
compendia	READ-ch2-B.md	6793	18f9fc788e9a1b9d3405e2bc81e1fa4d	47
compendia	READ-ch20a.md	15542	7d453066c34047b4179d037a42a8bdc0	133
compendia	READ-ch21a.md	12448	c20256590edfd05b6f13802266c098fd	108
compendia	READ-ch22a.md	6790	8a87f02ebc5cbd7c14750e95b39c2c26	30
compendia	READ-ch23a.md	13271	a38cbb79b7259a8a74e315d42f0341a1	34
compendia	READ-ch24a.md	15116	9761875ea6a3de3ff577eaf43b933a40	37
compendia	READ-ch25a.md	16293	87e61d5e79132469d444c44fff4fb539	40
compendia	READ-ch26a.md	12250	b62aabfd69cf3ff5b4c109dc197e4fa1	33
compendia	READ-ch27a.md	12249	d63bbc371a75a29168cbf371f1ff61fa	30
compendia	READ-ch28a.md	12603	c9d60947507957a6a00dfcce2ec7c7cd	34
compendia	READ-ch3.md	21128	9fad54661998a315820f0b322c70fcaa	98
compendia	READ-ch34re.md	12083	f5e6a194a68f3220e4951e607e14795f	35
compendia	READ-ch4.md	3134	508b7ab7a248e8ff17d4fdc8e01b2477	24
compendia	READ-ch5.md	4929	c64800c9b133eb312ce9a6e7b1272d70	34
compendia	READ-ch6.md	8495	ba8a0ed391e56780d130885ff5d2381d	46
compendia	READ-ch7.md	7044	c9728fa0eda3586fb4de2cf45eddc03c	35
compendia	READ-ch8.md	7209	d2e00c44221c1ebac9181611b71347cf	44
compendia	READ-ch9.md	5883	6f77d7ba8a3e7aedfe324abe5086ba06	32
compendia	READ-intake1.md	10195	f94516d34d6e0db33f1e5132ff0e10ce	109
compendia	READ-reg1.md	9067	e46adff2b5a702c5343d65c8cfdea1a4	130
compendia	READ-reg10.md	3204	fce9d4ef7dcad96dde8e3b180c91bec5	53
compendia	READ-reg11.md	2494	f482ca3160e35ca390c97e38f158601a	42
compendia	READ-reg12.md	4445	b13ab900c71a20e7bfd30f56deb65333	78
compendia	READ-reg13.md	4137	b7e57937d4f3e4536ec4d255ba551132	69
compendia	READ-reg2.md	5977	eb9ba5290871787765f8f32a68a48169	85
compendia	READ-reg3.md	4457	18d5554ad63cd3beeadd37c78891fd91	68
compendia	READ-reg4.md	5653	b4a4cb3adc7cae1bc4b3f565efcfdc53	86
compendia	READ-reg5.md	3947	cad5346ce101f17656587b800bfc2bd4	61
compendia	READ-reg6.md	4067	405f7b649f076130405e5c4c45d38b02	62
compendia	READ-reg7.md	3982	c69d099e3baaa8b0bb8807a0e08b579d	74
compendia	READ-reg8.md	5045	0461fed0fb4f18385bd971f2eb60e50c	78
compendia	READ-reg9.md	2908	8f26fe796b262dbf5769d81453b1ea17	48
compendia	READ-regsweep.md	4378	93d37f99c8874ce8c8f276f5967be156	63
compendia	READ-scf.md	12156	07cc557963d8a1715eb14421f0e6b28c	32
compendia	READ-warn.md	10531	bd5a8b1a7ab1e9d54f9befa3b54acbd5	32
compendia	REGISTER_AUDIT.md	1445	971bdbef525d1815fbbba5393d514dc0	13
compendia	REQUEST-LOWDIN.md	5810	f1d93d9a360bc1afbfdbee0c66414b5c	75
compendia	REQUEST-THREEBODY.md	5300	8e776e353b41e91e6d9bf6f83f9a0628	70
compendia	RESPONSE-TO-METHOD-1_6.md	9706	eb435761e5429a245a1ba415e5d0cc37	175
compendia	RETIRED.tsv	1507	0c50f5a8833a76240cfcae65ecf71339	10
compendia	RULING-TOLERANCE-489.md	3121	5a9a3803812c2e157770c6d4c9ca041a	59
compendia	RULINGS-R2.md	25974	3012f5ab2f59de6629e18f81437a170a	286
compendia	ScIII_asd.tsv	1269	f91a0abff919f6922395320344f1d4ac	46
compendia	TB1-MANIFEST.tsv	1840	2b72f68c7ebf7b595a640976616a5f8c	20
compendia	TB1-README.md	6956	809c86f4a75d6493e5327ddb93b1f7fa	54
compendia	TB1-audit.log	1620	3cc67acaa9d90d25c8c194c57a8772ff	16
compendia	TB1-audit.py	4792	f12c16616d4e37dfbcb98e0b2c56ee16	80
compendia	TB1-audit_state1_failing.log	1633	4cfc454dbf2403957caf9e5d5667f390	16
compendia	TB1-audit_state1_failing.py	4849	1f5c97feb5162410dc0ea96ef75de186	80
compendia	TB1-caps_table.log	271	bd87625108e27455c0948d988a369cfd	11
compendia	TB1-caps_table.py	618	f72a997b8deec05c3a68b77c3f69e8c9	8
compendia	TB1-figs.log	222	18c3d762264b498ce42d3e314aed6a0b	1
compendia	TB1-figs.py	3778	ec889beba73204de8972599f1828937f	43
compendia	TB1-figs2.py	2007	c3fcb0be0263bf799f5512ff02479245	21
compendia	TB1-n8_check.log	1221	5d140ad0c7cf1b0d26b7482d82bc35e1	11
compendia	TB1-n8_check.py	1719	ab823f22180baa476b623e0f55ae8c06	24
compendia	TB1-routh_check.log	90	3fa04ee0f0b05e8246bd9eb119d8dd1d	1
compendia	TB1-routh_check.py	366	23842800b311327175ecdd0ef311473b	5
compendia	THE-LOWDIN-SOLUTION-2.md	38040	4a06e8930b9f7a7a8226dca2db39e35c	260
compendia	The_Method_1_6___Mathematical_Compendium-2.md	310239	facd6191aadb6a20ef2ec32df663187d	3812
compendia	The_Method_1_6___Spectra_Compendium-2.md	100790	5ba7f61cf031c02b5a0226d2aed8dc4d	1159
compendia	The_Method_1_6___The_Index_of_Indices-2.md	118373	27d387ef8a6175c1b9c85437fe3a7588	2093
compendia	The_Method_1_6___The_Physics_Compendium-2.md	61366	5a9646100eae8fba6a2c601a549d54db	878
compendia	The_Three_Body_Problem_for_Unknown_Masses_Lach-2.md	23022	f2adca041b5d95d941b40a6e7dfae64c	215
compendia	Transitions.md	121692	dabed88eed79835098b0700fc63c82ef	2289
compendia	WITHDRAWN-RECOVERED.md	126788	361bd6503fe841a9dd5dadbb85a2cf10	573
compendia	WORKING-REGISTER.md	995467	ad45f39cbd87f2b505345eeb475bb848	8168
compendia	amd2_write.py	3704	023efa1fb575c8e0127e5b1ffc0fa52a	98
compendia	appf.py	9888	0bb90faf9d837a5f289c509b852a8822	140
compendia	archive-split.out	388	a6c479930b96f11f90b9174d2b0153a9	4
compendia	archive-split.py	30795	efa95d2cd75390221c1304db12f3f229	508
compendia	audit_lambda.py	10875	504c6a8484ac15856922cd89a55b398c	244
compendia	bookindex.py	2801	8410b2152c956b71091eb28d99677b13	45
compendia	build.py	63738	d2fa72523b1f27634d20b84922c8a984	919
compendia	build126.py	5764	7962ef041e1e64bfff09ffb8af2944d4	159
compendia	bundle.py	6787	0b7da480d03c6e77c9e70ec9b9e4903a	162
compendia	census.py	9299	f5a73e2b595dd6215ad8d3c8910b6337	136
compendia	channels_LIMB.py	326	185a39862e8e5b38e4b13e67f3dab0b7	10
compendia	classify.json	1371	5ed19968f4e6ebb2db8a3ffdc629529b	1
compendia	close.py	6456	98acae678629305fad0f3830488b3ee9	90
compendia	close_census.py	7590	6fcae92b5827e15cd8851db148e2fef1	124
compendia	close_main.py	10111	e75d871c0ad0f4af7791b148ac662b81	215
compendia	close_rebank.py	8261	722f8dc7c876c47e69c5aefe3bb33e76	139
compendia	coords.py	8006	211687a4879c2023cfc448725c54979c	159
compendia	crop_titles.py	807	4358151cb4c00e1a22f71943e8791f62	12
compendia	cypher.py	45232	6a7ffede5f691424295adaaa2c53fd47	975
compendia	dclose.py	5925	02cb091e7aa80068a42a79e95d8135e1	103
compendia	depoint.py	5965	e72e22298bb2222ed9f19d3f2dfe977a	160
compendia	excise.py	2840	77216203a26321d36bb9b099ef4c3b5d	30
compendia	excise_plan.json	1757	cb54cc364832a9017b57ef6eeb0df445	1
compendia	excision_result.json	941	ed120e7fb3210f98e49a95a884eba597	1
compendia	extent.out	132	11fc2ee66f710ff1721cd30c606a0e27	3
compendia	fig241_data.json	8186	e2b03fb220217fb3f357ee8b9a87b37a	1
compendia	fig_rerender.py	6293	7c9c956330ea0f38a243d625e14b054e	69
compendia	gate.py	9377	a01ef15a7920b7a11f3f2e9168d5d130	147
compendia	heii.py	2344	049919c10cd77f97dff1aae0466a4df3	41
compendia	heii_levels.txt	2187	dda9699248cdea825d4367237fcd8490	89
compendia	heii_series.json	606	980b9052236962e11ed754749100c4d0	1
compendia	index_gen.py	5653	85330972a30f4fc1f9bffa40c4af0594	111
compendia	index_pages.py	6797	5d5096ae95835886903ab78335e2d64d	102
compendia	kinds.out	540	5340250f9c98ff547eb6fff7a8ec97ae	2
compendia	kinds.py	3370	4262f7c52dace40a103cdfa352ec02e5	46
compendia	l-ch1.py	2087	448ef66cc15143fffdfe6e7ebfc007bb	34
compendia	l-ch2.py	1147	e2f4ad4f78ca904e126587134808edde	16
compendia	minmax.out	563	2e8fdd40d731821f77b4d344b8cfa0e8	10
compendia	minmax.py	1824	26da1d78643f244e3e8b0fa268057300	17
compendia	mkref.py	7199	10fc0c63b389e0b30c9f14417cb91c3d	121
compendia	numcheck.py	795	d36764328bd1cb669d5c4fa929763be4	13
compendia	qgraph.py	828	5aac43b570de45fe5215e2ca17ef5244	17
compendia	r2-21a.out	25222	5edba63b729984297869173c17b88f47	281
compendia	r2-21a.py	21177	b98f2c83d3005ff6bff41d3b361ff2de	181
compendia	r2-23a.out	37448	028f44ed38c23683ad9f6fbf7134bf3d	268
compendia	r2-23a.py	20065	85bd124a1e6cd5dcd5e6198e15259782	222
compendia	r2-24a.out	24262	6b4c7ad087156e7f8ca684f9a38d92aa	227
compendia	r2-24a.py	28685	b905b44fd84c599626c8ef3118c701d5	286
compendia	r2-25b.out	16449	06908aa804ee1f7d5fc134695c52acdc	169
compendia	r2-25b.py	21612	2387c3a5291d209a0bbf048913568cac	293
compendia	r2-26b.out	21029	d55bf6f57d6f8fb3846c9f55698e00aa	190
compendia	r2-26b.py	27320	bbcf1ed1811aea2ead6bc1559b9c2a21	311
compendia	r2-26c.out	13613	f7f2ccafe97d5cc16a42a9e296e9b92c	156
compendia	r2-26c.py	16897	6f1062f07b0108ee6d2dd395bd232ef0	231
compendia	r2-26c2.out	13613	1587b19d818622032c25072bb23c489c	156
compendia	r2-26c2.py	17671	407da30d6045e80995b9f4429f448618	239
compendia	r2-27a.out	10142	1c050f9a69f02d213fecfc53d779d72f	125
compendia	r2-27a.py	15219	103078f4bf922ce6b9e9d5cad1b30224	218
compendia	r2-27a2.out	10142	3146ee6ca9c798521c48b84d1bb0b4c1	125
compendia	r2-27a2.py	16080	f789a55122470886ac112e6e07314972	227
compendia	r2-28a2.out	12319	7e58b2bf026973b3e0523d7ed623c083	184
compendia	r2-28a2.py	16676	c7eafbaf76e9ddc908a3cc8af1423a32	223
compendia	r2-28a3.out	12319	f0bb76a080168bc3e00cd57b45e314dc	184
compendia	r2-28a3.py	17716	02fe220d752f043b3dc001792999d709	234
compendia	r2-28b2.out	14026	0bd7f8b2946821179e351053382fe1c3	165
compendia	r2-28b2.py	17057	ccb9fc499e8d20e953936f472dab34b2	229
compendia	r2-ch1.py	2940	172fb73dacbf30d5d85eb04f4463c064	48
compendia	r2-ch10.py	5035	f1603d3f2310ed33583d01f67eb7020c	61
compendia	r2-ch11.py	8759	ee1555717f4401e80aa3730fe4d6b9f5	102
compendia	r2-ch16a.out	17491	7c93abbef1197e007da8c9e4880db7ec	244
compendia	r2-ch16a.py	14072	b2d71512b926d7a394a7aae99c280f56	282
compendia	r2-ch16b.out	11957	81670a576186c646126ca6aaaacb3232	173
compendia	r2-ch16b.py	21250	165bf22d271fc7af7b11949b09a284f0	406
compendia	r2-ch16c.out	16427	435b5d92d15dd444b688b995c417d7b6	248
compendia	r2-ch16c.py	18745	5b92aa61b147d3d9327242cf3d4e2e45	354
compendia	r2-ch16e.out	9894	d816d8ea67e3786404b612d488e4fb36	145
compendia	r2-ch16e.py	18228	dd5b6fe7d9f56f7cc5a4e19f68d9daa2	338
compendia	r2-ch16f.out	30931	581eaa258081560315dce68f5ee02bcd	343
compendia	r2-ch16f.py	17508	300dd46f4dd1dbc1501a5dc19cfecc39	328
compendia	r2-ch16h.out	7780	6063a7c10ac234f7c3980e68e880660b	112
compendia	r2-ch16h.py	14923	971c053d890738aecb33746c50ab78a1	251
compendia	r2-ch16i.out	19423	aa1177df2882f3640abd6d7298a5f8bb	228
compendia	r2-ch16i.py	16897	3ed8a41888da5e0613fcb322e2a6380c	305
compendia	r2-ch16k.out	7787	35a73b9afe149cf720023863c1266c7d	87
compendia	r2-ch16k.py	11223	da8d609526e0c4d5e35a9095aa38902d	197
compendia	r2-ch16l.out	7857	ffae544614b8fa8ffdfbb8299d9754a3	106
compendia	r2-ch16l.py	9134	f36814c727d0ae018d597a14c361b9c0	184
compendia	r2-ch16m.out	11481	6ef3e13a6f1e1555c6ddb15da945eb47	129
compendia	r2-ch16m.py	15438	ff46e7b2a2c086d1317921adbc97df31	274
compendia	r2-ch16n.out	19953	d2ef24a24e5e63fe4fc3fec9b33e8e82	235
compendia	r2-ch16n.py	15533	8cdac8e94d45fad7936ef11b9a1cbc34	304
compendia	r2-ch16n2.out	19953	08f87cf33c290f72a793c517dff79223	235
compendia	r2-ch16n2.py	16628	6e35d45ab76951f624dda8156985b960	321
compendia	r2-ch16o.out	10828	8d8fab16c16120ca7f3e42733d0c9854	146
compendia	r2-ch16o.py	16242	7caf86f7af8ab84cbb92b93831aa7ef2	285
compendia	r2-ch16p.out	31499	3d911393727b9e7d1cd74814cc6ecb94	406
compendia	r2-ch16p.py	19134	ad69c34b47dc8984ef16aaa9d1fa1980	376
compendia	r2-ch16p2.out	31499	a826da9a7ad6eed8f5ceff1049bc348e	406
compendia	r2-ch16p2.py	20360	2d29d8247a510a412f2383035bb7e03c	392
compendia	r2-ch16q.out	14494	55dd818446a0e902ca80af5b63e6d249	185
compendia	r2-ch16q.py	19180	9802e46cb07a2540ae20ee67a1b685fd	319
compendia	r2-ch16r.out	39054	98059f5a0b4ba8167a8dc51440e07d4f	547
compendia	r2-ch16r.py	13585	6d2d618560d4b2603f986b9ce82126ce	240
compendia	r2-ch16s.out	13116	4955d7fef772f507929616497f517208	175
compendia	r2-ch16s.py	10902	ae6c788602776d0169b69381beb7954c	190
compendia	r2-ch16t.out	17666	4aacbcca26f52562741d7d73a6d6b451	219
compendia	r2-ch16t.py	12215	bf7f0e331a1623c2d4ba2f7d3c193bde	213
compendia	r2-ch16u.out	15292	6a8473620928aad45f23ef66890488ea	194
compendia	r2-ch16u.py	12078	f50c7e286f55e01aebf4d7c32fea8dc2	211
compendia	r2-ch16u2.out	15292	b40ee741a0c2780bf139ecffc21d8b0d	194
compendia	r2-ch16u2.py	12928	d664f8274d2b04ab5e861a38a9f13510	220
compendia	r2-ch16v.out	9486	3bc466f8e73aa2e5f72a2a7cbe021609	110
compendia	r2-ch16v.py	12471	5221ef3c38fbbe921e393dcb126b34d1	239
compendia	r2-ch16v2.out	9486	9087f79109554c7e10f5daadfa064fc9	110
compendia	r2-ch16v2.py	13219	962819e42716a8ea5ec1a1f8c6315f08	246
compendia	r2-ch16w.out	22951	e4d1ebb373062c372feff8aded063db0	336
compendia	r2-ch16w.py	19151	511bcb6fddebaeb5632c2ca008be9bf8	316
compendia	r2-ch16x.out	11228	1f9f25cf702395aa03ace3ef6b7f4129	160
compendia	r2-ch16x.py	11710	2f1d10c68035ac029060dfd74d33c747	201
compendia	r2-ch16y.out	15307	979f92ae15f3346394c6b5d3e89770cf	174
compendia	r2-ch16y.py	21740	265dde3f7c3e1a2b0523ac8ae27dba87	310
compendia	r2-ch16z.out	18831	a41471e0ff1342c806ba37b84636a71d	203
compendia	r2-ch16z.py	17541	424cb742a25e4a101f9e505a021b943a	219
compendia	r2-ch17a.out	9917	95c21429279e7df205bd5905f3e9888f	107
compendia	r2-ch17a.py	13778	31fd7383078d7f30b1760fdf9559811c	155
compendia	r2-ch17b.out	11834	b3983a508ab4dbb10442899d26933d40	117
compendia	r2-ch17b.py	10535	cba74441feed1e3a84fc24e70af97532	107
compendia	r2-ch17c.out	21091	0ed57a3259a79bfb8f569ed7308c0f08	175
