# Gamma-point phonon symmetry content of EVERY site-symmetry type in
# all 230 crystallographic space groups.  1,120 members.
# COMPUTED end to end.  spglib 2.7.0 supplies the space-group operations;
# the conventional setting is transformed to the PRIMITIVE basis (one
# translation per rotation); site-symmetry subgroups are found as point
# stabilisers on a 1/12 rational grid and grouped by conjugacy; the point
# group's CHARACTER TABLE is computed by Burnside's class-algebra method
# and validated (integral dims, sum(dim^2)=|G|, row orthonormality); the
# mechanical representation chi(R,t) = N_fixed(R,t) tr(R) is decomposed by
# orthogonality.  NO TEXTBOOK CHARACTER TABLE AND NO WYCKOFF TABLE IS READ.
# Every row satisfies: integral multiplicities, and modes = 3 x multiplicity.
# decomposition is 'mult x dim' terms, e.g. 1x3+1x3 = two distinct triplets.
sg	system	pg_order	site_order	multiplicity	modes	n_irreps	decomposition
211	cubic	24	4	6	18	4	1x1+1x2+2x3+3x3
211	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
211	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
211	cubic	24	2	12	36	5	2x1+1x1+3x2+4x3+5x3
211	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
212	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
212	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
213	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
213	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
214	cubic	24	6	4	12	4	1x1+1x2+1x3+2x3
214	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
214	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
214	cubic	24	2	12	36	5	2x1+1x1+3x2+4x3+5x3
214	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
215	cubic	24	24	1	3	1	1x3
215	cubic	24	8	3	9	2	2x3+1x3
215	cubic	24	6	4	12	4	1x1+1x2+2x3+1x3
215	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
215	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
215	cubic	24	2	12	36	5	1x1+2x1+3x2+5x3+4x3
215	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
216	cubic	24	24	1	3	1	1x3
216	cubic	24	6	4	12	4	1x1+1x2+2x3+1x3
216	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
216	cubic	24	2	12	36	5	1x1+2x1+3x2+5x3+4x3
216	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
217	cubic	24	24	1	3	1	1x3
217	cubic	24	8	3	9	2	2x3+1x3
217	cubic	24	6	4	12	4	1x1+1x2+2x3+1x3
217	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
217	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
217	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
217	cubic	24	2	12	36	5	1x1+2x1+3x2+5x3+4x3
217	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
218	cubic	24	12	2	6	2	1x3+1x3
218	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
218	cubic	24	4	6	18	2	3x3+3x3
218	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
218	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
218	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
219	cubic	24	12	2	6	2	1x3+1x3
219	cubic	24	4	6	18	4	1x1+1x2+3x3+2x3
219	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
219	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
219	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
220	cubic	24	3	8	24	5	1x1+1x1+2x2+3x3+3x3
220	cubic	24	2	12	36	5	1x1+1x1+2x2+5x3+5x3
220	cubic	24	1	24	72	5	3x1+3x1+6x2+9x3+9x3
221	cubic	48	48	1	3	1	1x3
221	cubic	48	16	3	9	2	1x3+2x3
221	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
221	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+2x3+1x3
221	cubic	48	4	12	36	7	1x1+1x1+2x2+3x3+3x3+2x3+2x3
221	cubic	48	4	12	36	9	1x1+1x1+1x1+1x2+2x2+2x3+3x3+2x3+2x3
221	cubic	48	2	24	72	10	1x1+1x1+2x1+2x1+2x2+4x2+5x3+5x3+4x3+4x3
221	cubic	48	2	24	72	10	2x1+1x1+1x1+2x1+3x2+3x2+4x3+5x3+5x3+4x3
221	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
222	cubic	48	24	2	6	2	1x3+1x3
222	cubic	48	8	6	18	4	1x3+1x3+2x3+2x3
222	cubic	48	6	8	24	5	1x1+1x1+2x2+3x3+3x3
222	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+2x3+3x3+3x3
222	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+3x3+2x3
222	cubic	48	3	16	48	10	1x1+1x1+1x1+1x1+2x2+2x2+3x3+3x3+3x3+3x3
222	cubic	48	2	24	72	10	1x1+1x1+1x1+1x1+2x2+2x2+5x3+5x3+5x3+5x3
222	cubic	48	2	24	72	10	2x1+2x1+1x1+1x1+3x2+3x2+4x3+4x3+5x3+5x3
222	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
223	cubic	48	24	2	6	2	1x3+1x3
223	cubic	48	8	6	18	2	3x3+3x3
223	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
223	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+1x3+2x3
223	cubic	48	4	12	36	7	1x1+1x1+2x2+3x3+3x3+2x3+2x3
223	cubic	48	3	16	48	10	1x1+1x1+1x1+1x1+2x2+2x2+3x3+3x3+3x3+3x3
223	cubic	48	2	24	72	10	1x1+1x1+2x1+2x1+2x2+4x2+5x3+5x3+4x3+4x3
223	cubic	48	2	24	72	10	2x1+1x1+2x1+1x1+3x2+3x2+4x3+5x3+4x3+5x3
223	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
224	cubic	48	24	2	6	2	1x3+1x3
224	cubic	48	12	4	12	4	1x1+1x2+1x3+2x3
224	cubic	48	8	6	18	4	1x3+2x3+2x3+1x3
224	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+2x3+1x3
224	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+2x3+3x3+3x3
224	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+3x3+2x3
224	cubic	48	2	24	72	10	1x1+1x1+1x1+1x1+2x2+2x2+5x3+5x3+5x3+5x3
224	cubic	48	2	24	72	10	2x1+2x1+1x1+1x1+3x2+3x2+4x3+4x3+5x3+5x3
224	cubic	48	2	24	72	10	2x1+1x1+1x1+2x1+3x2+3x2+4x3+5x3+5x3+4x3
224	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
225	cubic	48	48	1	3	1	1x3
225	cubic	48	24	2	6	2	1x3+1x3
225	cubic	48	8	6	18	4	1x1+1x2+2x3+3x3
225	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
225	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+2x3+1x3
225	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+3x3+2x3
225	cubic	48	4	12	36	9	1x1+1x1+1x1+1x2+2x2+2x3+3x3+2x3+2x3
225	cubic	48	2	24	72	10	1x1+1x1+2x1+2x1+2x2+4x2+5x3+5x3+4x3+4x3
225	cubic	48	2	24	72	10	2x1+1x1+1x1+2x1+3x2+3x2+4x3+5x3+5x3+4x3
225	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
226	cubic	48	24	2	6	2	1x3+1x3
226	cubic	48	24	2	6	2	1x3+1x3
226	cubic	48	8	6	18	4	1x1+1x2+2x3+3x3
226	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
226	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+2x3+3x3
226	cubic	48	4	12	36	7	1x1+1x1+2x2+3x3+3x3+2x3+2x3
226	cubic	48	3	16	48	10	1x1+1x1+1x1+1x1+2x2+2x2+3x3+3x3+3x3+3x3
226	cubic	48	2	24	72	10	1x1+1x1+2x1+2x1+2x2+4x2+5x3+5x3+4x3+4x3
226	cubic	48	2	24	72	10	2x1+1x1+2x1+1x1+3x2+3x2+4x3+5x3+4x3+5x3
226	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
227	cubic	48	24	2	6	2	1x3+1x3
227	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+2x3+1x3
227	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+3x3+2x3
227	cubic	48	2	24	72	10	2x1+1x1+1x1+2x1+3x2+3x2+4x3+5x3+5x3+4x3
227	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
228	cubic	48	12	4	12	4	1x3+1x3+1x3+1x3
228	cubic	48	4	12	36	8	1x1+1x1+1x2+1x2+2x3+3x3+3x3+2x3
228	cubic	48	3	16	48	10	1x1+1x1+1x1+1x1+2x2+2x2+3x3+3x3+3x3+3x3
228	cubic	48	2	24	72	10	1x1+1x1+1x1+1x1+2x2+2x2+5x3+5x3+5x3+5x3
228	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
229	cubic	48	48	1	3	1	1x3
229	cubic	48	16	3	9	2	1x3+2x3
229	cubic	48	12	4	12	4	1x1+1x2+1x3+2x3
229	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
229	cubic	48	8	6	18	6	1x1+1x2+1x3+2x3+1x3+1x3
229	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+2x3+1x3
229	cubic	48	4	12	36	7	1x1+1x1+2x2+3x3+3x3+2x3+2x3
229	cubic	48	4	12	36	9	1x1+1x1+1x1+1x2+2x2+2x3+3x3+2x3+2x3
229	cubic	48	2	24	72	10	1x1+1x1+2x1+2x1+2x2+4x2+5x3+5x3+4x3+4x3
229	cubic	48	2	24	72	10	2x1+1x1+2x1+1x1+3x2+3x2+4x3+5x3+4x3+5x3
229	cubic	48	2	24	72	10	2x1+1x1+1x1+2x1+3x2+3x2+4x3+5x3+5x3+4x3
229	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
230	cubic	48	6	8	24	5	1x1+1x1+2x2+3x3+3x3
230	cubic	48	6	8	24	8	1x1+1x1+1x2+1x2+1x3+2x3+1x3+2x3
230	cubic	48	3	16	48	10	1x1+1x1+1x1+1x1+2x2+2x2+3x3+3x3+3x3+3x3
230	cubic	48	2	24	72	10	1x1+1x1+1x1+1x1+2x2+2x2+5x3+5x3+5x3+5x3
230	cubic	48	2	24	72	10	2x1+1x1+2x1+1x1+3x2+3x2+4x3+5x3+4x3+5x3
230	cubic	48	1	48	144	10	3x1+3x1+3x1+3x1+6x2+6x2+9x3+9x3+9x3+9x3
