# arXiv:2303.13849 -- Teng & Ma, Magnetic and antimagnetic rotational bands data tables
# one row per band member carrying an I^pi.  2I is doubled so a
# half-integer spin stays an integer.  par blank = no parity printed.
table	A	Z	el	band	E_keV	2I	par
MR	58	26	Fe	1	7657.8	16	
MR	58	26	Fe	1	8041.9	18	
MR	58	26	Fe	1	8540.0	20	
MR	58	26	Fe	1	9163.6	22	
MR	58	26	Fe	1	9924.7	24	
MR	58	26	Fe	1	10952.4	26	
MR	58	26	Fe	1	12017.0	28	
MR	58	26	Fe	1	13173.4	30	
MR	58	26	Fe	2	7524.2	16	
MR	58	26	Fe	2	7915.7	18	
MR	58	26	Fe	2	8428.9	20	
MR	58	26	Fe	2	9174.6	22	
MR	58	26	Fe	2	10130.5	24	
MR	61	27	Co	1	3909.5	13	-1
MR	61	27	Co	1	4116.5	15	-1
MR	61	27	Co	1	4385.9	17	-1
MR	61	27	Co	1	5117.6	19	-1
MR	61	27	Co	1	6065.9	21	-1
MR	61	27	Co	1	7173.9	23	-1
MR	61	27	Co	2	3472.3	13	-1
MR	61	27	Co	2	3657.5	15	-1
MR	61	27	Co	2	4093.2	17	-1
MR	61	27	Co	2	4802.9	19	-1
MR	61	27	Co	2	5832.0	21	-1
MR	61	27	Co	2	6892.9	23	-1
MR	61	27	Co	2	8212.3	25	-1
MR	61	27	Co	2	9672.3	27	-1
MR	61	27	Co	3	4484.7	15	-1
MR	61	27	Co	3	4870.5	17	-1
MR	61	27	Co	3	5345.5	19	-1
MR	61	27	Co	3	5954.5	21	-1
MR	61	27	Co	3	6748.2	23	-1
MR	61	27	Co	3	7700.9	25	-1
MR	61	27	Co	4	5723.7	17	-1
MR	61	27	Co	4	6168.7	19	-1
MR	61	27	Co	4	6708.8	21	-1
MR	61	27	Co	4	7504.5	23	-1
MR	61	27	Co	4	8406.8	25	-1
MR	61	27	Co	4	9391.2	27	-1
MR	60	28	Ni	1	8044.1	18	-1
MR	60	28	Ni	1	8520.5	20	-1
MR	60	28	Ni	1	9132.2	22	-1
MR	60	28	Ni	1	9989.3	24	-1
MR	60	28	Ni	1	11112.8	26	-1
MR	60	28	Ni	1	12273.8	28	-1
MR	60	28	Ni	1	13810.0	30	-1
MR	60	28	Ni	2	11255.0	24	1
MR	60	28	Ni	2	11851.2	26	1
MR	60	28	Ni	2	12578.4	28	1
MR	60	28	Ni	2	13662.3	30	1
MR	60	28	Ni	2	14803.0	32	1
MR	60	28	Ni	2	16097.8	34	1
MR	60	28	Ni	3	11224.8	22	1
MR	60	28	Ni	3	11785.5	24	1
MR	60	28	Ni	3	12486.1	26	1
MR	60	28	Ni	3	13353.0	28	1
MR	60	28	Ni	3	14201.0	30	1
MR	60	28	Ni	3	15164.6	32	1
MR	60	28	Ni	3	16241.6	34	1
MR	60	28	Ni	4	8485.3	18	-1
MR	60	28	Ni	4	9122.8	20	-1
MR	60	28	Ni	4	9960.0	22	-1
MR	60	28	Ni	4	10788.6	24	-1
MR	60	28	Ni	4	11552.8	26	-1
MR	61	28	Ni	1	5146.1	15	1
MR	61	28	Ni	1	5629.6	17	1
MR	61	28	Ni	1	6191.7	19	1
MR	61	28	Ni	1	6969.7	21	1
MR	61	28	Ni	1	7789.5	23	1
MR	61	28	Ni	1	8662.8	25	1
MR	77	35	Br	1	2931.6	17	-1
MR	77	35	Br	1	3219.6	19	-1
MR	77	35	Br	1	3609.9	21	-1
MR	77	35	Br	1	4149.8	23	-1
MR	79	35	Br	1	2393	13	-1
MR	79	35	Br	1	2580	15	-1
MR	79	35	Br	1	2774	17	-1
MR	79	35	Br	1	3088	19	-1
MR	79	35	Br	1	3535	21	-1
MR	79	35	Br	1	4153	23	-1
MR	79	35	Br	1	4803	25	-1
MR	79	35	Br	1	5579	27	-1
MR	79	35	Br	1	6384	29	-1
MR	81	35	Br	1	2549.4	13	-1
MR	81	35	Br	1	2668.5	15	-1
MR	81	35	Br	1	2942.1	17	-1
MR	81	35	Br	1	3333.5	19	-1
MR	81	35	Br	1	3798.7	21	-1
MR	79	36	Kr	1	2857.0	17	-1
MR	79	36	Kr	1	3214.3	19	-1
MR	79	36	Kr	1	3585.5	21	-1
MR	79	36	Kr	1	4133.0	23	-1
MR	81	36	Kr	1	2418.4	13	-1
MR	81	36	Kr	1	2531.1	15	-1
MR	81	36	Kr	1	2696.7	17	-1
MR	81	36	Kr	1	3058.2	19	-1
MR	81	36	Kr	1	3486.7	21	-1
MR	81	36	Kr	1	4094.7	23	-1
MR	81	36	Kr	1	4709.2	25	-1
MR	81	36	Kr	1	5406.5	27	-1
MR	81	36	Kr	1	6147.5	29	-1
MR	83	36	Kr	1	2510.0	13	-1
MR	83	36	Kr	1	2640.5	15	-1
MR	83	36	Kr	1	2841.1	17	-1
MR	83	36	Kr	1	3157.5	19	-1
MR	83	36	Kr	1	3603.1	21	-1
MR	83	36	Kr	1	4218.4	23	-1
MR	83	36	Kr	1	4869.9	25	-1
MR	83	36	Kr	1	5641	27	-1
MR	79	37	Rb	1	3308.9	19	-1
MR	79	37	Rb	1	3686.9	21	-1
MR	79	37	Rb	1	4151.6	23	-1
MR	79	37	Rb	1	4686.6	25	-1
MR	79	37	Rb	1	5287.6	27	-1
MR	81	37	Rb	1	2636.2	15	-1
MR	81	37	Rb	1	2697.2	17	-1
MR	81	37	Rb	1	2997.7	19	-1
MR	81	37	Rb	1	3427.5	21	-1
MR	81	37	Rb	1	3993.1	23	-1
MR	81	37	Rb	1	4592	25	-1
MR	82	37	Rb	1	2616.3	22	-1
MR	82	37	Rb	1	3026.9	24	-1
MR	82	37	Rb	1	3499.9	26	-1
MR	82	37	Rb	1	4047.5	28	-1
MR	82	37	Rb	1	4715.8	30	-1
MR	82	37	Rb	1	5484.6	32	-1
MR	83	37	Rb	1	2067.2	11	-1
MR	83	37	Rb	1	2313.4	13	-1
MR	83	37	Rb	1	2413.7	15	-1
MR	83	37	Rb	1	2595.9	17	-1
MR	83	37	Rb	1	2957.7	19	-1
MR	83	37	Rb	1	3562.6	21	-1
MR	83	37	Rb	1	4134.5	23	-1
MR	83	37	Rb	2	5970.1	29	-1
MR	83	37	Rb	2	6687.3	31	-1
MR	83	37	Rb	2	7371.6	33	-1
MR	83	37	Rb	2	8093.0	35	-1
MR	83	37	Rb	2	8670.0	37	-1
MR	83	37	Rb	2	9339.0	39	-1
MR	84	37	Rb	1	3339	20	-1
MR	84	37	Rb	1	3664	22	-1
MR	84	37	Rb	1	4108	24	-1
MR	84	37	Rb	1	4654	26	-1
MR	84	37	Rb	1	5309	28	-1
MR	84	37	Rb	1	6030	30	-1
MR	84	37	Rb	1	6795	32	-1
MR	84	37	Rb	1	7669	34	-1
MR	85	37	Rb	1	3198.2	17	-1
MR	85	37	Rb	1	3813.1	19	-1
MR	85	37	Rb	1	4356.1	21	-1
MR	85	37	Rb	1	4940.0	23	-1
MR	85	38	Sr	1	3384.0	19	1
MR	85	38	Sr	1	3511.6	21	1
MR	85	38	Sr	1	3965.8	23	1
MR	85	38	Sr	1	4491.5	25	1
MR	85	38	Sr	1	5091.2	27	1
MR	85	38	Sr	1	5749.7	29	1
MR	85	38	Sr	1	6360.8	31	1
MR	85	38	Sr	2	4779.6	21	1
MR	85	38	Sr	2	4969.0	23	1
MR	85	38	Sr	2	5181.0	25	1
MR	85	38	Sr	2	5422.9	27	1
MR	85	38	Sr	2	6007.9	29	1
MR	85	38	Sr	2	6466.7	31	1
MR	86	38	Sr	1	6878.0	24	1
MR	86	38	Sr	1	7336.0	26	1
MR	86	38	Sr	1	7843.7	28	1
MR	86	38	Sr	1	8337.3	30	1
MR	86	38	Sr	1	8813.5	32	1
MR	86	39	Y	1	2758	22	-1
MR	86	39	Y	1	3090	24	-1
MR	86	39	Y	1	3454	26	-1
MR	86	39	Y	1	4010	28	-1
MR	86	39	Y	1	4710	30	-1
MR	86	39	Y	1	5430	32	-1
MR	86	39	Y	2	6412	34	-1
MR	86	39	Y	2	6779	36	-1
MR	86	39	Y	2	7216	38	-1
MR	86	39	Y	2	8003	40	-1
MR	86	39	Y	2	8444	42	-1
MR	85	40	Zr	1	2625	17	-1
MR	85	40	Zr	1	2958	19	-1
MR	85	40	Zr	1	3387	21	-1
MR	85	40	Zr	1	3838	23	-1
MR	85	40	Zr	1	4374	25	-1
MR	85	40	Zr	1	4887	27	-1
MR	85	40	Zr	1	5602	29	-1
MR	85	40	Zr	1	6076	31	-1
MR	85	40	Zr	1	7527	35	-1
MR	85	40	Zr	1	9232	39	-1
MR	87	40	Zr	1	2896.5	21	1
MR	87	40	Zr	1	3383.2	23	1
MR	87	40	Zr	1	3945.9	25	1
MR	87	40	Zr	1	4534.2	27	1
MR	87	40	Zr	1	5059.3	29	1
MR	90	40	Zr	1	7194.32	22	1
MR	90	40	Zr	1	7223.88	24	1
MR	90	40	Zr	1	7437.82	26	1
MR	90	40	Zr	1	8058.39	28	1
MR	105	45	Rh	1	2981.6	23	1
MR	105	45	Rh	1	3197.6	25	1
MR	105	45	Rh	1	3478.1	27	1
MR	105	45	Rh	1	3839.4	29	1
MR	105	45	Rh	1	4215.5	31	1
MR	105	45	Rh	1	4702.3	33	1
MR	105	45	Rh	2	2019.2	13	-1
MR	105	45	Rh	2	2170.3	15	-1
MR	105	45	Rh	2	2310.7	17	-1
MR	105	45	Rh	2	2496.0	19	-1
MR	105	45	Rh	2	2718.7	21	-1
MR	105	45	Rh	2	2993.1	23	-1
MR	105	45	Rh	2	3308.5	25	-1
MR	105	45	Rh	2	3769.3	27	-1
MR	105	45	Rh	2	4183.6	29	-1
MR	105	45	Rh	3	2417.3	15	-1
MR	105	45	Rh	3	2512.6	17	-1
MR	105	45	Rh	3	2645.7	19	-1
MR	105	45	Rh	3	2825.1	21	-1
MR	105	45	Rh	3	3078.0	23	-1
MR	105	45	Rh	3	3469.9	25	-1
MR	105	45	Rh	4	2477.1	17	-1
MR	105	45	Rh	4	2669.1	19	-1
MR	105	45	Rh	4	2914.4	21	-1
MR	105	45	Rh	4	3267.2	23	-1
MR	105	45	Rh	4	3667.7	25	-1
MR	105	45	Rh	4	4092.5	27	-1
MR	103	47	Ag	1	3439	21	-1
MR	103	47	Ag	1	3599	23	-1
MR	103	47	Ag	1	3936	25	-1
MR	103	47	Ag	1	4373	27	-1
MR	103	47	Ag	1	4793	29	-1
MR	103	47	Ag	1	5323	31	-1
MR	103	47	Ag	1	5825	33	-1
MR	103	47	Ag	1	6411	35	-1
MR	103	47	Ag	1	6941	37	-1
MR	103	47	Ag	2	5336.5	27	-1
MR	103	47	Ag	2	5764.3	29	-1
MR	103	47	Ag	2	6166.7	31	-1
MR	103	47	Ag	2	6654.0	33	-1
MR	103	47	Ag	2	7157.8	35	-1
MR	103	47	Ag	2	7670.4	37	-1
MR	103	47	Ag	2	8240.3	39	-1
MR	103	47	Ag	3	3221.4	17	-1
MR	103	47	Ag	3	3402.2	19	-1
MR	103	47	Ag	3	3691.0	21	-1
MR	103	47	Ag	3	3973.9	23	-1
MR	103	47	Ag	3	4340.8	25	-1
MR	103	47	Ag	3	4774.9	27	-1
MR	103	47	Ag	3	5157.0	29	-1
MR	103	47	Ag	3	5591.0	31	-1
MR	103	47	Ag	3	6133.8	33	-1
MR	103	47	Ag	4	3104.0	19	-1
MR	103	47	Ag	4	3338.9	21	-1
MR	103	47	Ag	4	3647.9	23	-1
MR	103	47	Ag	4	4064.1	25	-1
MR	103	47	Ag	4	4426.0	27	-1
MR	103	47	Ag	4	4941.6	29	-1
MR	103	47	Ag	4	5470.7	31	-1
MR	103	47	Ag	4	6167.7	33	-1
MR	104	47	Ag	1	1077.2	16	-1
MR	104	47	Ag	1	1252.6	18	-1
MR	104	47	Ag	1	1598.9	20	-1
MR	104	47	Ag	1	1931.6	22	-1
MR	104	47	Ag	1	2375.5	24	-1
MR	104	47	Ag	1	2820.0	26	-1
MR	104	47	Ag	1	3301.3	28	-1
MR	104	47	Ag	1	3808.9	30	-1
MR	104	47	Ag	1	4328.6	32	-1
MR	104	47	Ag	1	4900.7	34	-1
MR	104	47	Ag	1	5528.5	36	-1
MR	104	47	Ag	2	3040.2	24	-1
MR	104	47	Ag	2	3350.6	26	-1
MR	104	47	Ag	2	3647.7	28	-1
MR	104	47	Ag	2	4097.2	30	-1
MR	104	47	Ag	2	4624.9	32	-1
MR	104	47	Ag	3	4424.1	28	1
MR	104	47	Ag	3	4785.6	30	1
MR	104	47	Ag	3	5166.3	32	1
MR	104	47	Ag	3	5572.3	34	1
MR	104	47	Ag	3	6052.5	36	1
MR	104	47	Ag	3	6596.2	38	1
MR	104	47	Ag	3	7160.6	40	1
MR	105	47	Ag	1	3909	23	1
MR	105	47	Ag	1	4159	25	1
MR	105	47	Ag	1	4462	27	1
MR	105	47	Ag	1	4840	29	1
MR	105	47	Ag	1	5226	31	1
MR	105	47	Ag	1	5700	33	1
MR	105	47	Ag	1	6162	35	1
MR	105	47	Ag	1	6691	37	1
MR	105	47	Ag	1	7219	39	1
MR	105	47	Ag	1	7806	41	1
MR	105	47	Ag	2	2470	15	-1
MR	105	47	Ag	2	2596	17	-1
MR	105	47	Ag	2	2751	19	-1
MR	105	47	Ag	2	2936	21	-1
MR	105	47	Ag	2	3176	23	-1
MR	105	47	Ag	2	3511	25	-1
MR	105	47	Ag	2	3928	27	-1
MR	105	47	Ag	2	4362	29	-1
MR	105	47	Ag	2	4932	31	-1
MR	105	47	Ag	2	5445	33	-1
MR	105	47	Ag	2	6114	35	-1
MR	105	47	Ag	2	6717	37	-1
MR	106	47	Ag	1	3258.59	24	1
MR	106	47	Ag	1	3489.08	26	1
MR	106	47	Ag	1	3747.6	28	1
MR	106	47	Ag	1	4042.0	30	1
MR	106	47	Ag	1	4389.0	32	1
MR	106	47	Ag	1	4794.3	34	1
MR	106	47	Ag	1	5260.0	36	1
MR	106	47	Ag	1	5763.3	38	1
MR	106	47	Ag	1	6351.6	40	1
MR	106	47	Ag	1	6936.8	42	1
MR	106	47	Ag	1	7617.1	44	1
MR	106	47	Ag	1	8299.4	46	1
MR	106	47	Ag	1	9041.4	48	1
MR	106	47	Ag	1	9837.6	50	1
MR	106	47	Ag	2	3203.7	20	-1
MR	106	47	Ag	2	3423.4	22	-1
MR	106	47	Ag	2	3675.9	24	-1
MR	106	47	Ag	2	3941.5	26	-1
MR	106	47	Ag	2	4263.6	28	-1
MR	106	47	Ag	2	4636.6	30	-1
MR	106	47	Ag	2	5051.7	32	-1
MR	106	47	Ag	2	5561.0	34	-1
MR	106	47	Ag	2	6065.5	36	-1
MR	106	47	Ag	2	6690.8	38	-1
MR	106	47	Ag	2	7276.5	40	-1
MR	106	47	Ag	2	7945.1	42	-1
MR	107	47	Ag	1	3334.8	23	1
MR	107	47	Ag	1	3556.7	25	1
MR	107	47	Ag	1	3851.3	27	1
MR	107	47	Ag	1	4230.0	29	1
MR	107	47	Ag	1	4626.4	31	1
MR	107	47	Ag	1	5120.5	33	1
MR	107	47	Ag	1	5621.5	35	1
MR	107	47	Ag	1	6192.8	37	1
MR	107	47	Ag	2	2416.4	19	-1
MR	107	47	Ag	2	2620.8	21	-1
MR	107	47	Ag	2	2928.7	23	-1
MR	107	47	Ag	2	3338.7	25	-1
MR	107	47	Ag	2	3800.0	27	-1
MR	107	47	Ag	2	4270.0	29	-1
MR	107	47	Ag	2	4878.8	31	-1
MR	107	47	Ag	2	5437.3	33	-1
MR	109	47	Ag	1	3091.8	23	1
MR	109	47	Ag	1	3278.3	25	1
MR	109	47	Ag	1	3577.1	27	1
MR	109	47	Ag	1	3970.6	29	1
MR	109	47	Ag	1	4377.6	31	1
MR	109	47	Ag	1	4888.1	33	1
MR	109	47	Ag	1	5417.1	35	1
MR	109	47	Ag	1	6001.3	37	1
MR	109	47	Ag	1	6556.8	39	1
MR	109	47	Ag	1	7182.8	41	1
MR	109	47	Ag	2	2420.8	17	-1
MR	109	47	Ag	2	2661.3	19	-1
MR	109	47	Ag	2	2941.3	21	-1
MR	109	47	Ag	2	3204.8	23	-1
MR	109	47	Ag	2	3559.4	25	-1
MR	109	47	Ag	2	4015.9	27	-1
MR	109	47	Ag	2	4475.4	29	-1
MR	109	47	Ag	2	4951.4	31	-1
MR	110	47	Ag	1	2638	24	1
MR	110	47	Ag	1	2823	26	1
MR	110	47	Ag	1	3017	28	1
MR	110	47	Ag	1	3263	30	1
MR	110	47	Ag	1	3583	32	1
MR	110	47	Ag	1	4033	34	1
MR	110	47	Ag	1	4549	36	1
MR	110	47	Ag	1	5083	38	1
MR	102	48	Cd	1	3908.5	20	1
MR	102	48	Cd	1	4277.0	22	1
MR	102	48	Cd	1	4518.2	24	1
MR	102	48	Cd	1	5308.7	26	1
MR	102	48	Cd	1	5926.1	28	1
MR	102	48	Cd	1	6773.1	30	
MR	102	48	Cd	1	7331.9	32	
MR	102	48	Cd	1	8367.3	34	
MR	104	48	Cd	1	4102.1	20	1
MR	104	48	Cd	1	4819.4	22	1
MR	104	48	Cd	1	5159.5	24	1
MR	104	48	Cd	1	5794.0	26	1
MR	104	48	Cd	1	6242.2	28	1
MR	104	48	Cd	1	7149.9	30	
MR	107	48	Cd	1	5031.0	29	-1
MR	107	48	Cd	1	5216.5	31	-1
MR	107	48	Cd	1	5502.2	33	-1
MR	107	48	Cd	1	5886.8	35	-1
MR	107	48	Cd	1	6377.6	37	-1
MR	107	48	Cd	1	7066.4	39	-1
MR	107	48	Cd	1	7790.7	41	-1
MR	107	48	Cd	1	8493.1	43	-1
MR	107	48	Cd	1	9191.6	45	-1
MR	107	48	Cd	1	9924.0	47	-1
MR	107	48	Cd	1	10698.3	49	-1
MR	108	48	Cd	1	5642.0	24	-1
MR	108	48	Cd	1	5763.0	26	-1
MR	108	48	Cd	1	6079.0	28	-1
MR	108	48	Cd	1	6600.7	30	-1
MR	108	48	Cd	1	7277.4	32	-1
MR	108	48	Cd	1	7742.9	34	-1
MR	108	48	Cd	1	8104.6	36	-1
MR	108	48	Cd	1	8586.9	38	-1
MR	108	48	Cd	1	9176.4	40	-1
MR	108	48	Cd	1	9882.0	42	-1
MR	108	48	Cd	1	10679.9	44	-1
MR	108	48	Cd	2	7216.0	30	-1
MR	108	48	Cd	2	7530.0	32	-1
MR	108	48	Cd	2	7863.0	34	-1
MR	108	48	Cd	2	8318.4	36	-1
MR	108	48	Cd	2	8641.8	38	-1
MR	108	48	Cd	2	9000.6	40	-1
MR	108	48	Cd	2	9421.4	42	-1
MR	108	48	Cd	2	9898.0	44	-1
MR	108	48	Cd	2	10413.6	46	-1
MR	108	48	Cd	2	10977.2	48	-1
MR	109	48	Cd	1	3354	21	-1
MR	109	48	Cd	1	3549	23	-1
MR	109	48	Cd	1	4031	25	-1
MR	109	48	Cd	1	4631	27	-1
MR	109	48	Cd	1	5280	29	-1
MR	109	48	Cd	1	5442	31	-1
MR	109	48	Cd	1	5732	33	-1
MR	109	48	Cd	1	6165	35	-1
MR	109	48	Cd	1	6797	37	-1
MR	109	48	Cd	1	7556	39	-1
MR	109	48	Cd	2	5811	29	1
MR	109	48	Cd	2	6002	31	1
MR	109	48	Cd	2	6303	33	1
MR	109	48	Cd	2	6681	35	1
MR	109	48	Cd	2	7144	37	1
MR	109	48	Cd	2	7684	39	1
MR	109	48	Cd	2	8261	41	1
MR	109	48	Cd	2	8868	43	1
MR	109	48	Cd	2	9500	45	1
MR	109	48	Cd	2	10163	47	1
MR	109	48	Cd	2	10895	49	1
MR	110	48	Cd	1	5759	26	-1
MR	110	48	Cd	1	5985	28	-1
MR	110	48	Cd	1	6355	30	-1
MR	110	48	Cd	1	6963	32	-1
MR	110	48	Cd	1	7576	34	-1
MR	110	48	Cd	2	6584	28	
MR	110	48	Cd	2	6879	30	
MR	110	48	Cd	2	7281	32	
MR	110	48	Cd	2	7759	34	
MR	110	48	Cd	3	8017	34	
MR	110	48	Cd	3	8278	36	
MR	110	48	Cd	3	8595	38	
MR	110	48	Cd	3	8967	40	
MR	110	48	Cd	3	9429	42	
MR	110	48	Cd	3	9990	44	
MR	110	48	Cd	3	10664	46	
MR	110	48	Cd	3	11450	48	
MR	107	49	In	1	3441.5	21	-1
MR	107	49	In	1	3645.4	23	-1
MR	107	49	In	1	4038.6	25	-1
MR	107	49	In	1	4650.2	27	-1
MR	107	49	In	1	5182.4	29	-1
MR	107	49	In	1	5565.2	31	-1
MR	107	49	In	1	6069.3	33	-1
MR	107	49	In	1	6769.8	35	-1
MR	108	49	In	1	1119.4	16	-1
MR	108	49	In	1	1332.5	18	-1
MR	108	49	In	1	1861.1	20	-1
MR	108	49	In	1	2465.4	22	-1
MR	108	49	In	1	3006.9	24	-1
MR	108	49	In	1	3642.4	26	-1
MR	108	49	In	2	2515.4	20	-1
MR	108	49	In	2	2662.4	22	-1
MR	108	49	In	2	2815.9	24	-1
MR	108	49	In	2	3046.7	26	-1
MR	108	49	In	2	3382.1	28	-1
MR	108	49	In	2	3909.9	30	-1
MR	108	49	In	2	4570.8	32	-1
MR	108	49	In	2	5155.9	34	-1
MR	108	49	In	3	4331.2	26	1
MR	108	49	In	3	4517.4	28	1
MR	108	49	In	3	4773.3	30	1
MR	108	49	In	3	5130.6	32	1
MR	108	49	In	3	5603.6	34	1
MR	108	49	In	3	6168.0	36	1
MR	108	49	In	3	6710.4	38	1
MR	108	49	In	3	7234.4	40	1
MR	108	49	In	3	7830.4	42	1
MR	108	49	In	3	8570.7	44	1
MR	109	49	In	1	3092.0	19	-1
MR	109	49	In	1	3202.4	21	-1
MR	109	49	In	1	3410.4	23	-1
MR	109	49	In	1	3800.5	25	-1
MR	109	49	In	1	4508.6	27	-1
MR	109	49	In	1	4833.0	29	-1
MR	109	49	In	1	5242.0	31	-1
MR	109	49	In	1	5796.7	33	-1
MR	110	49	In	1	2596.8	24	-1
MR	110	49	In	1	2837.9	26	-1
MR	110	49	In	1	3192.5	28	-1
MR	110	49	In	1	3713.6	30	-1
MR	110	49	In	1	4528.6	32	-1
MR	110	49	In	1	5265.4	34	-1
MR	110	49	In	2	3326.9	22	1
MR	110	49	In	2	3512.5	24	1
MR	110	49	In	2	3720.0	26	1
MR	110	49	In	2	3943.8	28	1
MR	110	49	In	2	4229.2	30	1
MR	110	49	In	2	4598.2	32	1
MR	110	49	In	2	5085.1	34	1
MR	110	49	In	2	5650.7	36	1
MR	110	49	In	2	6223.6	38	1
MR	110	49	In	2	6707.5	40	1
MR	110	49	In	2	7272.9	42	1
MR	110	49	In	2	7981.1	44	1
MR	110	49	In	2	8748.0	46	1
MR	111	49	In	1	4931.8	27	1
MR	111	49	In	1	5166.7	29	1
MR	111	49	In	1	5398.8	31	1
MR	111	49	In	1	5678.1	33	1
MR	111	49	In	1	6051.1	35	1
MR	111	49	In	1	6538.1	37	1
MR	111	49	In	1	7175.0	39	1
MR	111	49	In	1	7916.5	41	1
MR	111	49	In	1	8680.5	43	1
MR	111	49	In	2	3461.0	19	1
MR	111	49	In	2	3588.7	21	1
MR	111	49	In	2	3707.9	23	1
MR	111	49	In	2	3912.2	25	1
MR	111	49	In	2	4283.5	27	1
MR	111	49	In	2	4796.9	29	1
MR	111	49	In	2	5331.7	31	1
MR	111	49	In	2	5878.0	33	1
MR	111	49	In	3	X	31	-1
MR	111	49	In	3	390.5+X	33	-1
MR	111	49	In	3	794.7+X	35	-1
MR	111	49	In	3	1244.3+X	37	-1
MR	111	49	In	3	1774.1+X	39	-1
MR	111	49	In	3	2354.6+X	41	-1
MR	112	49	In	1	3062	24	1
MR	112	49	In	1	3191	26	1
MR	112	49	In	1	3369	28	1
MR	112	49	In	1	3642	30	1
MR	112	49	In	1	4035	32	1
MR	112	49	In	1	4589	34	1
MR	112	49	In	1	5297	36	1
MR	112	49	In	1	6035	38	1
MR	113	49	In	1	2233	15	-1
MR	113	49	In	1	2397	17	-1
MR	113	49	In	1	2664	19	-1
MR	113	49	In	1	2854	21	-1
MR	113	49	In	1	3023	23	-1
MR	113	49	In	1	3280	25	-1
MR	113	49	In	1	3973	27	-1
MR	113	49	In	1	4715	29	-1
MR	113	49	In	1	5392	31	-1
MR	113	49	In	2	3122	21	1
MR	113	49	In	2	3214	23	1
MR	113	49	In	2	3398	25	1
MR	113	49	In	2	3789	27	1
MR	113	49	In	2	4378	29	1
MR	113	49	In	2	5063	31	1
MR	113	49	In	2	5692	33	1
MR	113	49	In	2	6393	35	1
MR	113	49	In	3	4459	25	1
MR	113	49	In	3	4605	27	1
MR	113	49	In	3	4809	29	1
MR	113	49	In	3	5107	31	1
MR	113	49	In	3	5508	33	1
MR	113	49	In	3	6050	35	1
MR	113	49	In	3	6708	37	1
MR	113	49	In	3	7455	39	1
MR	114	49	In	1	2532	22	1
MR	114	49	In	1	2680	24	1
MR	114	49	In	1	2931	26	1
MR	114	49	In	1	3299	28	1
MR	114	49	In	1	3792	30	1
MR	114	49	In	1	4256	32	1
MR	105	50	Sn	1	7043	29	1
MR	105	50	Sn	1	7343	31	1
MR	105	50	Sn	1	7730	33	1
MR	105	50	Sn	1	8196	35	1
MR	105	50	Sn	1	8682	37	1
MR	105	50	Sn	1	9137	39	1
MR	105	50	Sn	1	9692	41	1
MR	105	50	Sn	1	10287	43	1
MR	106	50	Sn	1	8013.6	30	-1
MR	106	50	Sn	1	8560.6	32	-1
MR	106	50	Sn	1	9103.5	34	-1
MR	106	50	Sn	1	9553.2	36	-1
MR	106	50	Sn	1	10041.3	38	-1
MR	106	50	Sn	1	10633.2	40	-1
MR	106	50	Sn	1	11267.2	42	-1
MR	106	50	Sn	1	12047.6	44	-1
MR	106	50	Sn	2	9236.1	34	-1
MR	106	50	Sn	2	9637.8	36	-1
MR	106	50	Sn	2	10117.0	38	-1
MR	106	50	Sn	2	10672.4	40	-1
MR	106	50	Sn	2	11292.7	42	-1
MR	106	50	Sn	2	11971.5	44	-1
MR	108	50	Sn	1	6665.0	24	-1
MR	108	50	Sn	1	6885.0	26	-1
MR	108	50	Sn	1	7182.7	28	-1
MR	108	50	Sn	1	7606.4	30	-1
MR	108	50	Sn	1	8116.3	32	-1
MR	108	50	Sn	1	8634.5	34	-1
MR	108	50	Sn	1	9169.6	36	-1
MR	108	50	Sn	1	9719.8	38	-1
MR	108	50	Sn	1	10355.3	40	-1
MR	108	50	Sn	2	8103.0	32	-1
MR	108	50	Sn	2	8351.2	34	-1
MR	108	50	Sn	2	8695.8	36	-1
MR	108	50	Sn	2	9105.8	38	-1
MR	108	50	Sn	2	9579.4	40	-1
MR	108	50	Sn	2	10062.8	42	-1
MR	108	50	Sn	2	10572.2	44	-1
MR	108	51	Sb	1	2155.0	14	-1
MR	108	51	Sb	1	2246.0	16	-1
MR	108	51	Sb	1	2438.3	18	-1
MR	108	51	Sb	1	2719.9	20	-1
MR	108	51	Sb	1	3032.4	22	-1
MR	108	51	Sb	1	3376.8	24	-1
MR	108	51	Sb	1	3764.7	26	-1
MR	108	51	Sb	1	4173.6	28	-1
MR	108	51	Sb	1	4613.3	30	-1
MR	108	51	Sb	1	5101.9	32	-1
MR	108	51	Sb	1	5611.5	34	-1
MR	108	51	Sb	1	6150.0	36	-1
MR	108	51	Sb	1	6719.6	38	-1
MR	108	51	Sb	2	2754.0	20	-1
MR	108	51	Sb	2	3058.0	22	-1
MR	108	51	Sb	2	3377.0	24	-1
MR	108	51	Sb	2	3723.1	26	-1
MR	108	51	Sb	2	4178.5	28	-1
MR	108	51	Sb	2	4597.9	30	-1
MR	108	51	Sb	2	5065.0	32	-1
MR	108	51	Sb	2	5562.4	34	-1
MR	108	51	Sb	2	6092.9	36	-1
MR	108	51	Sb	2	6645.8	38	-1
MR	108	51	Sb	2	7216.9	40	-1
MR	112	51	Sb	1	1675.0	14	-1
MR	112	51	Sb	1	1747.4	16	-1
MR	112	51	Sb	1	1949.6	18	-1
