# Th I — NIST ASD, captured 2026-08-14, register 1639.
# URL: energy1.pl?spectrum=Th+I&units=0&format=2&conf_out=on&term_out=on&level_out=on&j_out=on&submit=Retrieve+Data
# destination_url VERIFIED against sent. Levels in cm-1.
#
# CAPTURE ONLY. Nothing extracted per R 1638.
#
# LIMIT, from the table:  Th II (6d.7s2 2D<3/2>)  50867 cm-1
#
# ~700 rows. Only the leading ~100 carry BOTH configuration and term;
# beyond roughly 20000 cm-1 the table becomes unassigned levels with an
# empty configuration and a bare parity marker. The assigned block is
# transcribed here in full and the unassigned tail is NOT — it carries no
# n, no l and no 2S+1, so it cannot enter a keyed index and its absence
# is a refusal rather than a loss.
#
# config	term	J	level_cm1
6d3.(2F).7s	3F	3	19713.03109
6d3.(2F).7s	3F	2	20054.77119
6d2.7s.7p	5P*	1	19817.18191
6d2.7s.7p	5P*	2	22508.04658
5f.6d.7s2	1H*	5	20322.26571
6d2.7s.7p	3F*	2	20522.71449
6d3.(2H).7s	1H	5	21143.42198
6d4	5D	0	21176.0061
6d4	5D	1	21578.61445
6d4	5D	2	22515.88404
6d4	5D	3	23355.37327
6d4	5D	4	24210.80979
6d3.(2F).7s	1F	3	21594.67329
5f.6d2.7s	5G*	2	21738.05013
5f.6d2.7s	5G*	3	22338.99484
5f.6d2.7s	5G*	4	23113.54761
5f.6d2.7s	5G*	6	26723.66908
5f.6d2.7s	3H*	4	21902.26981
5f.6d2.7s	3H*	6	26232.29174
5f.6d.7s.7p	5I	4	22098.18793
5f.6d.7s.7p	5I	5	23277.38774
5f.6d.7s.7p	5I	6	26997.24767
5f.6d.7s.7p	5I	7	30726.78752
5f.6d.7s.7p	5I	8	34558.75875
5f.6d2.7s	3I*	5	22399.39666
5f.6d2.7s	3I*	6	23306.82782
5f.6d.7s.7p	5G	2	22988.52291
5f.6d.7s.7p	5G	3	23201.98997
5f.6d.7s.7p	5G	4	24032.22651
5f.6d.7s.7p	5G	5	27191.36326
5f.6d.7s.7p	5F	1	23769.87615
5f.6d.7s.7p	5F	2	23990.41162
5f.6d.7s.7p	5F	3	24664.72970
5f.6d.7s.7p	5H	3	24399.11564
5f.6d.7s.7p	5H	4	25405.16237
5f.6d.7s.7p	5H	5	26380.54194
5f.6d.7s.7p	5H	6	29552.51939
5f.6d.7s.7p	5H	7	32294.49368
6d3.(2D1).7s	3D	1	24627.87473
6d3.(2D1).7s	3D	2	24671.89582
6d3.(2D1).7s	3D	3	24915.01853
6d4	3H	4	25923.02352
6d4	3H	5	27591.80212
6d4	3H	6	27971.66875
6d3.(2D1).7s	1D	2	26504.25448
5f2.7s2	3H	4	27495.58911
6d4	3G	3	27612.27129
6d4	3G	4	29104.00388
6d4	3G	5	31030.59080
6d4	3D	2	31095.8313
6d4	3D	3	31141.79438
5f.6d3	5I*	4	31194.70265
5f.6d3	5I*	5	32686.67668
6d4	1I	6	31210.27358
6d4	3P1	2	32396.41519
6d3.7p	5G*	2	32575.4200
6d3.7p	5G*	3	33591.1722
6d3.7p	5G*	5	35273.8804
5f.6d.7s.7p	3I	5	33214.53748
5f.6d.7s.7p	3I	6	35799.97381
5f.6d.7s.7p	3H	4	33459.18355
6d4	3F1	4	35794.3768
5f.6d2.7p	5K	5	35300.9146
5f.6d2.7p	5K	6	37332.4981
5f.6d2.7p	5K	7	39599.8292
5f.6d2.7p	5I	4	37892.8248
5f.6d2.7p	5I	5	39694.3296
5f.6d2.7p	5H	3	41361.4177
6d4	1D	2	42027.3749
